T,,#6464ff
P,False,36677,36705,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790D2C48>
P,False,70943,70961,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,70962,71245,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71246,71269,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71270,71450,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71451,71466,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71467,71610,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71611,71766,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71767,71800,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71800,71815,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71816,71831,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71831,71845,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71845,71927,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,71928,72190,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72191,72272,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72273,72430,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72431,72535,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72536,72699,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72700,72846,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72847,72894,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72895,72923,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72924,72940,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72941,72983,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,72984,73040,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73041,73083,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73084,73179,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73180,73615,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73616,73692,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73693,73724,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73725,73740,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73741,73781,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73782,73815,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73816,73890,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73891,73998,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,73999,74039,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74040,74062,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74063,74148,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74149,74177,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74178,74195,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74196,74230,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74231,74266,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74267,74281,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74282,74301,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74303,74336,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74337,74433,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74434,74528,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74529,74585,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74586,74614,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74615,74796,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74797,74825,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74826,74850,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74851,74916,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74917,74966,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,74967,75095,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,75096,75207,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,75208,75348,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,75349,75485,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,75486,75677,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,75678,75915,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,75916,75946,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,75947,76004,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76005,76104,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76105,76132,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76134,76197,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76198,76499,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76500,76558,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76559,76593,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76594,76634,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76634,76904,4?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,76905,77163,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77164,77212,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77213,77267,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77268,77340,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77341,77582,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77583,77651,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77652,77744,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77745,77787,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77788,77804,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77805,77836,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77837,77861,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77862,77907,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77908,77973,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,77974,78010,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,78011,78447,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,78448,78700,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,78701,78976,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,78977,79025,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,79026,79120,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,79121,79165,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,79166,79784,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,79785,79851,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,79852,79918,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,79919,80038,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,80038,80158,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,80159,80177,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,80178,80557,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,80558,80582,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,80583,80629,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,80630,81284,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,81285,81660,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,81661,81693,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,81694,81770,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,81771,81803,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,81804,92477,-9/sometimes 1?0?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,92478,92599,????,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,92600,92641,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,92642,92663,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,92664,92869,-9/0?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,92870,92923,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,92924,93046,-9/0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93047,93157,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93158,93382,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93383,93416,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93417,93597,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93598,93633,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93633,93949,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93950,93998,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,93999,94021,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,94020,104664,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,104665,104714,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,104715,109428,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109429,109524,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109525,109546,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109547,109580,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109581,109622,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109622,109662,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109663,109705,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109706,109784,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109785,109803,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109804,109862,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109863,109947,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,109948,110052,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110053,110093,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110094,110117,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110118,110184,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110185,110265,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110266,110359,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110359,110424,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110425,110541,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110542,110570,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110571,110611,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110612,110629,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110630,110688,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110689,110707,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110708,110727,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110728,110758,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,110759,111053,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,111053,111204,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,111205,112356,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,112358,112500,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,112502,113132,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,113133,113195,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,113196,113885,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,113886,113924,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,113926,113978,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,113979,114011,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114012,114032,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114032,114129,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114130,114159,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114160,114229,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114230,114434,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114435,114490,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114491,114540,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114541,114614,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114615,114892,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114893,114951,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,114952,115064,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,115065,115165,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,115166,115238,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,115239,115736,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,115737,115801,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,115802,115874,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,115875,115955,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,115956,116040,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,116041,116085,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,116086,116116,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,116117,116428,3?,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,116429,116541,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,116542,116588,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,116589,116611,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,116612,117917,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,117918,118021,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,118022,118061,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,118063,118356,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,118357,118682,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,118683,118780,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,118781,119333,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,119334,119365,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,119366,119420,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,119422,119469,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,119471,119535,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,119536,120766,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,120767,121073,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,121074,121300,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,121301,121421,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,121422,121683,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,121684,121768,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,121769,122822,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,122821,122848,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,122850,122993,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,122994,123023,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123023,123073,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123074,123259,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123261,123388,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123390,123413,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123414,123460,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123461,123489,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123490,123510,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123511,123712,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123712,123822,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,123823,124020,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124022,124100,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124101,124161,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124162,124213,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124214,124282,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124283,124324,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124326,124418,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124420,124445,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124446,124482,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124483,124588,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124589,124665,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124666,124684,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124686,124752,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124754,124796,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124798,124831,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124832,124934,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124935,124959,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
P,False,124961,124998,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001CA790CB6C8>
