T,,#6464ff
P,False,36683,36688,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A8968DC8>
P,False,92517,92532,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92533,92570,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92572,92602,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92601,92622,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92623,92640,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92642,92663,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92665,92871,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92872,92932,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,92933,93094,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93095,93143,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93144,93232,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93233,93289,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93290,93393,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93394,93433,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93434,93457,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93458,93541,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93542,93598,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93599,93710,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93711,93767,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93768,93812,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93813,93877,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93878,93896,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93896,93917,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93918,93950,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93950,93998,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,93999,94014,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,94015,97572,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,97572,109412,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109412,109446,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109447,109471,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109472,109501,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109502,109644,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109644,109661,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109662,109780,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109781,109807,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109808,109832,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109833,109910,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109911,109945,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,109946,110009,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110010,110039,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110039,110094,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110095,110109,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110110,110196,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110197,110222,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110223,110258,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110259,110357,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110358,110437,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110438,110525,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110526,110570,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110571,110607,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110608,110623,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110624,110688,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110690,110739,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110741,110754,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,110755,113897,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,113898,113935,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,113936,113958,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,113959,113985,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,113986,114008,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114009,114094,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114095,114131,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114132,114170,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114171,114243,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114244,114427,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114428,114692,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114692,114805,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114806,114901,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114902,114947,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114948,114978,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,114979,115026,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115027,115087,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115088,115119,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115120,115179,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115180,115284,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115285,115307,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115308,115400,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115401,115421,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115422,115563,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115563,115645,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115646,115746,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115747,115800,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115801,115885,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115886,115976,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,115977,116102,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,116103,116126,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,116127,116164,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,116166,116234,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,116235,116355,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,116356,116451,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,116452,116517,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,116518,117879,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,117880,118214,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,118215,118402,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,118403,118427,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,118428,118476,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,118477,119021,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,119022,119068,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,119069,119201,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,119202,119257,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,119258,119476,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,119477,119509,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,119510,122854,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,122855,122995,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,122996,123108,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123109,123177,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123178,123197,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123198,123389,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123390,123458,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123459,123593,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123594,123724,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123725,123819,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123820,123850,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123851,123873,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,123874,124018,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124019,124253,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124254,124317,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124318,124355,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124356,124435,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124436,124457,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124458,124493,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124494,124579,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124580,124725,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124726,124753,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124754,124796,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124797,124831,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124832,124926,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124927,124956,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124957,124989,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,124990,125064,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125065,125096,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125097,125124,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125126,125180,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125181,125208,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125209,125319,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125320,125367,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125368,125515,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125516,125577,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125578,125643,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125644,125715,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125716,125744,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125745,125793,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125794,125865,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125866,125988,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,125989,126115,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,126116,126132,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,126133,126276,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,126277,126397,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,126960,127016,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127017,127114,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127115,127188,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127189,127317,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127318,127449,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127450,127485,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127485,127632,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127633,127679,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127679,127738,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127739,127807,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127808,127838,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127839,127890,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127891,127919,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127920,127948,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,127948,128049,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,128050,128062,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,128061,129115,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,129116,129261,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,129262,129342,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,129343,129628,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,129629,129663,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,129664,129761,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,129762,131061,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131062,131210,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131211,131273,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131274,131307,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131308,131341,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131342,131361,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131361,131407,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131408,131427,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131428,131811,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131812,131828,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131829,131862,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131863,131882,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131883,131900,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,131901,131999,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132000,132050,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132051,132103,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132104,132150,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132151,132197,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132198,132227,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132228,132322,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132323,132366,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132367,132420,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132421,132501,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132502,132578,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132579,132657,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132658,132703,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132704,132741,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132742,132793,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132793,132844,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132844,132865,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132866,132956,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,132957,133051,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133052,133069,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133070,133099,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133100,133421,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133422,133594,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133595,133628,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133629,133729,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133730,133768,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133769,133803,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133804,133879,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133879,133929,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133930,133996,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,133997,134285,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,134286,134456,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,134457,134739,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,134740,134895,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135355,135401,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135402,135435,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135436,135497,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135499,135519,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135520,135583,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135584,135604,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135605,135800,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135801,135861,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135862,135903,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,135904,136059,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136060,136075,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
P,False,136076,136110,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000201A84D4EC8>
