T,,#6464ff
P,False,41131,41133,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175CF479828>
P,False,52691,52755,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52755,52954,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,52955,53009,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,53010,53106,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,53107,53138,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,53139,53291,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,53291,53308,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,53308,53394,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,53511,54286,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,54286,54321,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,54322,54356,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,54450,54554,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,54555,54575,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,54576,54607,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,54608,55157,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55158,55188,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55189,55253,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55253,55322,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55323,55349,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55473,55723,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55724,55756,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55756,55811,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55812,55832,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55832,55892,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55892,55954,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,55954,56334,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,56437,56911,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57294,57458,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57459,57523,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57523,57573,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57574,57756,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57757,57862,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57863,57947,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57948,57982,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,57982,58048,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,58049,58312,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,59994,60290,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,60347,60518,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,140683,140755,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,145471,145970,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,145971,146213,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,146214,146254,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,147405,147450,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,147451,147509,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,151048,151281,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,151374,151434,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,151435,151551,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,152992,153014,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,153014,153038,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,153038,153085,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,153086,153138,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,153138,153170,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,153301,153386,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,153387,153474,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,153962,154043,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,154174,154218,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,158491,158564,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,158564,158605,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,158606,158743,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,158928,158949,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,158950,158994,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,158995,159126,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,162529,162570,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,162571,162736,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,162737,162822,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,162823,162860,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,162966,163005,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,163006,163038,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,163038,163334,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,165964,166086,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166087,166115,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166115,166148,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166149,166188,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166189,166287,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166288,166335,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166336,166460,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166721,166992,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,166993,167021,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,167022,167087,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,167088,167123,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,167124,167224,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,167225,167274,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,167275,167485,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,167485,167577,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,170425,170446,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,170447,170475,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,170476,170497,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,170497,170733,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,170733,170757,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,170757,170964,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,170964,170988,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,171345,172162,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,174694,174722,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,174723,174739,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,174741,174752,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,174754,174804,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,175000,175514,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,175663,175769,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,175771,175879,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,175880,176279,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,176701,176850,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,176852,176864,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,178008,178031,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,178031,178114,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,183701,183846,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
P,False,183846,183943,-9,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C31A90>
T,,#6464ff
P,False,43685,43695,,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,43714,43758,,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,50733,50803,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,50802,50816,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,50817,50844,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,50968,51014,3,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,51659,51687,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,51683,51707,2,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,52245,52281,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,52284,52343,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,56216,56252,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,56251,56333,4,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
P,False,56498,56514,0,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7C3F9E8>
T,,#6464ff
P,False,46864,47182,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,62608,62980,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,70794,71383,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,72069,72538,arms crossed normally,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,72786,75487,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,79893,82135,writing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,83379,84790,writing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,85473,86952,writing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,89742,90600,holding cup and drinking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,95061,95355,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,96874,99863,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,103084,103360,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,106972,110318,armds crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,111671,114681,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,121627,124983,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,127655,127991,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,128348,130601,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,135654,136207,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,136407,136430,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,136530,138653,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
P,False,149150,149471,clapping,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E740F0>
T,,#6464ff
P,False,53516,53602,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,54267,54302,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,56228,56342,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,58018,58067,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,70980,71718,fixing sensor on foot(s),#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,71953,72455,fixing sensor on foot(s),#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,151104,151213,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,151373,151445,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,166272,166367,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,170744,170986,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
P,False,175732,175902,1,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x00000175D7E7B630>
