T,,#6464ff
P,False,64043,64044,start,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B489117668>
P,False,90457,90519,adjusting to the chair,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,95185,99555,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,102701,103963,writing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,104742,105827,writing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,106648,107774,writing,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,111459,112209,holding cup and drinking,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,113462,113615,right hand is hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,113740,113856,right hand is hided,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,115609,115930,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,116843,120388,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,125925,130227,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,131286,134457,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,136901,148023,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,150677,153063,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,153372,154633,hands in pockets,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,155136,159197,arms crossed on the chest,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,166112,166168,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,166506,166830,clapping hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,167744,167961,holding hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,169120,169248,holding hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,169872,170566,holding hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,171423,171638,holding hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,171644,171830,moving hands voluntarly,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,171834,172106,holding hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,173122,174986,holding hands,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
P,False,186828,187228,moving hand voluntarly,#6464ff,<pyforms_gui.controls.control_event_timeline.events.track.Track object at 0x000001B48914C208>
